text,topic,relevant_to_model fit linear likelihood value,similarity_to_model fit linear likelihood value,relevant_to_model plot data response residuals,similarity_to_model plot data response residuals,relevant_to_data effects model random analysis,similarity_to_data effects model random analysis,relevant_to_data model tree linear regression,similarity_to_data model tree linear regression,relevant_to_model data test deviance log,similarity_to_model data test deviance log
"CHAPTER 8  
Random Effects  
Grouped data arise in almost all areas of statistical application. Sometimes the grouping 
structure is simple, where each case belongs  to single group and there is only one 
grouping factor. More complex datasets have a hierarchical or nested structure or include 
longitudinal or spatial elements. All such data  share the common featur e of correlation of 
observations within the same group and so analyses that assume independence of the 
observations will be inappropriate. The use of random effects is one common and convenient way to model such grouping structure. 
A fixed effect  is an unknown constant that we try to estimate from the data. Fixed 
effect parameters are commonly used in linear  and generalized linear models as we have 
presented them earlier in this book. In contrast, a random effect  is a random variable. It 
does not make sense to estimate a random effect; instead, we try to estimate the parameters that describe the distribution of this random effect. 
Consider an experiment to investigate the effect of several drug treatments on a 
sample of patients. Typically, we are intere sted in specific drug treatments and so we 
would treat the drug effects as fixed. However, it makes most sense to treat the patient 
effects as random. It is often reasonable to treat the patients as being randomly selected 
from a larger collection of patients whos e characteristics we would like estimate. 
Furthermore, we are not particularly interested  in these specific patients, but in the whole 
population of patients. A random effects approach to modeling effects is more ambitious in the sense that it attempts to say something about the wider population beyond the 
particular sample. Blocking factors can often be viewed as random effects, because these 
often arise as a random sample of those blocks potentially available. 
There is some judgment required in deciding when to use fixed and when to use 
random effects. Sometimes the choice is clear, but in other cases, reasonable statisticians 
may differ. In some analyses, random eff ects are used simply to induce a certain 
correlation structure in the data and there is sense in which the chosen levels represent a 
sample from a population. Gelman (2005) remarks on the variety of definitions for random effects and proposes a particular straightforward solution to the dilemma of 
whether to use fixed or random effects—he recommends always using random effects. 
A mixed effects  model has both fixed and random effects. A simple example of such a 
model would be a two-way analysis of variance (ANOVA): 
y
ijk=µ+τi+νj+εijk   
where the µ and τi are fixed effects and the error, εijk and the random effects νj are 
independent and identically distributed N(0, σ2) and 
 respectively.  
We would want to estimate the τi and test the hypothesis 
 while we 
would estimate 
 and test 
 Notice the difference: we need to estimate and",2,False,0.03500156,False,0.13202049,True,0.60263443,False,0.17473395,False,0.053151667
"test several fixed effect parameters while we need only estimate and test a single random 
effect parameter. 
In the following sections, we consider estimation and inference for mixed-effect 
models and then illustrate the application to several common designs. 
8.1 Estimation  
This is not as simple as it was for fixed effects models, where least squares is an easily 
applied method with many good properties. Let’s start with the simplest possible random effects model: a one-way ANOVA design with a factor at a levels: 
   
where the αs and εs have mean zero, but variances 
 and 
 respectively. These 
variances are known as the variance components. Notice that this induces a correlation 
between observations at the same level equal to: 
   
This is known as the intraclass correlation coefficient  (ICC). In the limiting case when 
there is no variation between the levels, σα=0 so then ρ=0. Alternatively, when the 
variation between the levels is much larger than that within the levels, the value of ρ will 
approach 1. This illustrates how random  effects generate correlations between 
observations. 
For simplicity, let there be an equal number of observations n per level. We can 
decompose the variation as follows: 
   
or SST=SSE+SSA. SSE is the residual sum of squares, SST is the total sum of squares 
(corrected for the mean) and SSA is the sum of squares due to a. These quantities are 
often displayed in an ANOVA table along with  the degrees of freedom associated with 
each sum of squares. Dividing  through by the respective degrees of freedom, we obtain 
the mean squares, MSE and MSA. Now we find that: 
   
which suggests using the estimators: 
   
This method of estimating variance components can be used for more complex designs. The ANOVA table is constructed, the expected  mean squares calculated and the variance 
components obtained by solving the resulting equations. These estimators are known as Extending the linear model with R     170",4,False,0.052416027,False,0.15913926,True,0.47173852,False,0.076943755,False,0.103467345
"so that the log-likelihood for the data is: 
   
This can be optimized to find maximum likelihood estimates of β, σ2 and D. This is 
straightforward in principle, but there may be difficulties in practice. More complex 
models involving larger numbers of random effects parameters can be difficult to estimate. One particular problem is that the variance cannot be negative so the MLE for 
the variance might be zero. This causes difficulties in the optimization when the 
unrestricted MLE has a maximum that is negative. This forces us to set that variance estimate to be zero where the derivative of the likelihood will not be zero. This 
complicates the numerical calculation. 
Standard errors can obtained using the usual large sample theory for maximum 
likelihood estimates. The variance can be es timated using the inverse of the negative 
second derivative of the log-likelihood evaluated at the MLE. 
MLEs have some drawbacks. One particular  problem is that they are biased. For 
example, consider an i.i.d. sample of normal data x
1,…, xn then the MLE is: 
   
A denominator of  n–1 is needed for an unbiased esti mator. Similar problems occur with 
the estimation of variance components. Given that the number of levels of a factor may 
not be large, the bias of the MLE of the va riance component associat ed with that factor 
may be quite large. Restricted maximum likelihood  (REML) estimators are an attempt to 
get round this problem. The idea is to take a linear combination of the response, k, such 
that kTX=0. We then have: 
kTy~N(0,KTVK)   
We can then proceed to maxi mize the likelihood based on kTy which does not involve any 
of the fixed effect parameters. Once the random  effect parameters have been estimated, it 
is simple enough to obtain the fixed effect parameter estimates. REML generally produces less biased estimates. For balanced data, the REML estimates are usually the 
same as the ANOVA estimates. 
We illustrate the fitting methods using some da ta from an experiment to test the paper 
brightness depending on a shift operator described in Sheldon (1960). We start with a 
fixed effects one-way ANOVA: 
> data(pulp) 
> op <- options (contrasts=c(""contr.sum"", 
""contr.poly"")) 
> lmod <- aov(bright ~ operator, pulp) 
> summary(lmod) 
            Df Sum Sq Mean Sq F value Pr(>F) 
operator     3  1.340   0.447     4.2  0.023 
Residuals   16  1.700   0.106 
> coef(lmod) Extending the linear model with R     172",1,True,0.3553881,False,0.21851493,False,0.29879394,False,0.18008235,False,0.27620235
"(Intercept)   operatorl   operator2   operators 
      60.40       -0.16       -0.34        0.22 
> options(op) 
We have specified sum contrasts here instead of the default treatment contrasts to make 
the later connection to the corresponding rand om effects clearer. The aov function is just 
a wrapper for the standard 1m function that  produces results more appropriate for 
ANOVA models. We see that the opera tor effect is significant with a p-value of 0.023. 
The estimate of σ2 is 0.106 and the estimated overall mean is 60.4. For sum contrasts, 
Σαi=0, so we can calculate the effect for the fourth operator as 0.16+0.34–0.22=0.28. 
Turning to the random effects model, we can compute the variance of the operator 
effects, 
 using the formula above as: 
> (0.447-0.106)/5 
[1] 0.0682 
Now we demonstrate the maximum likelihood estimators. The original R package for 
fitting mixed effects models was nlme as described in Pinheiro and Bates (2000). More 
recently, Bates (2005) introduced  an improved version with the package lme4 which we 
shall use here: 
> library(Ime4) 
> mmod <- lmer(bright ~ 1+(1|operator), pulp) 
> summary(mmod) 
Linear mixed-effects model fit by REML 
Formula: bright ~  1 + (1 | operator) 
   Data: pulp 
    AIC    BIG  logLik deviance REMLdeviance 
24.626 27.613 -9.3131   16.637       18.626 
Random effects: 
  Groups  Name        Variance Std.Dev. 
  operator(Intercept)   0.0681    0.261 
  Residual              0.1062    0.326 
# of obs: 20, groups:   operator,  4 
Fixed effects: 
            Estimate Std. Error DF t value Pr(>|t|) 
(Intercept)   60.400      0.149 19     404   <2e −16 
The model has fixed and random effects components. The fixed effect here is just the 
intercept represented by the first 1 in th e model formula. The random effect is 
represented by (1|operator) indicating that the data is grouped by operator and the 1 
indicating that the random effect is consta nt within each group. The parentheses are 
necessary to ensure that expression  is parsed in the correct order. 
The default fitting method is REML. We see th at this gives identical estimates to the 
ANOVA method 
 For unbalanced 
designs, the REML and ANOVA estimators ar e not necessarily identical. The standard Random effects     173",2,False,0.17866316,False,0.097355165,True,0.38830292,False,0.07166856,False,0.16796052
"deviations are simply the square roots of the variances and not estimates of the 
uncertainty in the variances. 
The maximum likelihood estimates may also be computed: 
> smod <- lmer(bright ~ 1+(1|operator), pulp, 
method=""ML"") 
> summary(smod) 
Linear mixed-effects model fit by maximum likelihood  
Formula: bright ~ 1 + (1 | operator) 
   Data: pulp 
    AIC    BIG  logLik deviance REMLdeviance 
22.512 25.499 -8.2558   16.512       18.738 
Random effects: 
Groups   Name         Variance Std.Dev. 
operator (Intercept)   0.0482   0.219 
Residual               0.1118   0.334 
# of obs: 20, groups:  operator, 4 
Fixed effects: 
            Estimate Std.  Error DF t value Pr(>|t|) 
(Intercept)   60.400       0.129 19     467   <2e −16 
As can be seen, the between-subjects variance,  0.0482, is smaller than with the REML 
method. Because the total variance is partitione d, this means the withinsubjects variance, 
0.1118, is larger than before. 
8.2 Inference  
Using standard likelihood theory, we may derive a test to compare two nested 
hypotheses, H0 and H1, by computing the likelihood ratio test statistic: 
   
where 
 are the MLEs of the parameters under the null hypothesis and 
are the MLEs of the parameters under the alternative hypothesis. 
The null distribution of this test statistic is approximately chi-squared with degrees of 
freedom equal to difference in the dimensions of the two parameters spaces (the 
difference in the number of parameters  when the models are identifiable). 
Unfortunately, this test is only approximate and requires several assumptions—see a 
text such as Cox and Hinkley (1974) for more details. One crucial assumption is that the 
parameters under the null are not on the boundary of the parameter space. Since we are often interested in testing hypotheses about the random effects that take the form 
this a real concern. Furthermore, even if the conditions are met, the χ2 
approximation is sometimes poor. 
Testing the fixed effects:  If you plan to use the likelihood ratio test to compare two 
nested models that differ only in their fixed effects, you cannot use the REML estimation 
method. The reason is that REML estimates the random effects by considering linear Extending the linear model with R     174",2,False,0.23807292,False,0.14608228,True,0.32647026,False,0.12432746,False,0.28755343
"combinations of the data that remove the fixe d effects. If these fixed effects are changed, 
the likelihoods of the two models will not be directly comparable. Use ordinary 
maximum likelihood in this situation if you also wish to use the likelihood ratio test. 
The p-values generated by the likelihood ratio test for fixed effects are approximate 
and unfortunately tend to be too small, thereby sometimes overstating the importance of 
some effects. We may use bootstrap methods to find more accurate p-values for the 
likelihood ratio test. The usual bootstrap approach is nonparametric in that no distribution is assumed. Since we are willing to assume  normality for the er-rors and the random 
effects, we can use a technique called the parametric bootstrap . We generate data under 
the null model using the fitted parameter estimates. We compute the likelihood ratio statistic for this generated data. We repeat this many times and use this to judge the 
significance of the observed test statistic. This approach will be demonstrated below. 
An alternative approach is to condition on the estimated values of the random effect 
parameters and then use standard F- or t-tests. This assumes that the covariance of the 
random part of the model, D, is equal to its estimated value and proceeds as one would 
for generalized least squares. 
Testing the random effects:  In most cases, a test of random effects will involve a 
hypothesis of the form H
0:σ2 = 0. The standard derivation of the asymptotic χ2 
distribution for the likelihood ratio statistic depends on the null hypothesis lying in the 
interior of the parameter space. This assumption is broken when we test if a variance is 
zero. The null distribution in these circumstances is unknown in general and we must resort to numerical methods if we wish for precise testing. If you do use the χ
2 
distribution with the usual degrees of freedom, then the test will tend to be 
conservative—the p-values will tend to be larger than they should be. This means that if 
you observe a significant effect using the χ2 approximation, you can be fairly confident 
that it is actually significant. Small, but not significant, p-values might spur one to use 
more accurate, but time-cons uming, bootstrap methods. 
Expected mean squares:  Another method of hypothesis testing is based on the sums 
of squares found in the ANOVA decompositions. These tests are sometimes more 
powerful than their likelihood ratio test equivalents. However, the correct derivation of these tests usually requires extensive tedious algebra that must be recalculated for each 
type of model. Furthermore, the tests cannot be used (at least without complex and 
unsatisfactory adjustments) when the experiment is unbalanced. 
Now let’s demonstrate these methods on the pulp data. The fixed effect analysis shows 
that the operator effects are statistically significant with a p-value of 0.023. A random 
effects analysis using the expected mean squares approach yields exactly the same F-
statistic for the one-way ANOVA. 
We can also employ the likelihood ratio approach. Because we are testing the random 
effects, we can use either ML or REML. Fo r fixed effects, we must use ML. In this 
example, the only fixed effect is the mean and there is no interest in testing that. We first 
fit the null model: 
> nullmod <- lm (bright ~ 1, pulp) Random effects     175",2,False,0.25873858,False,0.24079266,True,0.392397,False,0.084905714,False,0.27155086
"As there are no random effects in this model, we must use 1m. For models of the same 
class, we could use anova to compute the LRT and its p-value. Here, we need to compute 
this directly: 
> as.numeric(2*(logLik(smod)-logLik(nullmod))) 
[1] 2.5684 
> pchisq(2.5684,1,lower=FALSE) 
[1] 0.10902 
The p-value is now well above the 5% significance level. We have used the MLE here—
using REML produces a slightly different result, but still above 5%. We cannot say that 
this result is necessarily wrong, but the use of the χ2 approximation does cause us to 
doubt the result. 
We can use the parametric bootstrap ap proach to obtain a more accurate p-value. We 
need to estimate the probability, given that the null hypothesis is true, of observing an LRT of 2.5684 or greater. Under the null hypothesis, y~N(µ,σ
2). A simulation approach 
would generate data under this model, fit the null and alternative models and then 
compute the LRT. The process would be re peated a large number of times and the 
proportion of LRTs exceeding th e observed value of 2.5684 would be used to estimate 
the p-value. In practice, we do no t know the true values of µ and a, but we can use the 
estimated values; this distinguishes the parametric bootstrap from the simulation 
approach. We can simulate responses under the null: under the null: 
> y <- simulate(nullmod) 
Now taking the data we generate, we fit both the null and alternative models and then 
compute the LRT. We repeat  the process 1000 times: 
> lrstat <- numeric(1000) 
> for(i in 1:1000){ 
  y <- unlist(simulate(nullmod)) 
  bnull <- 1m(y ~ 1) 
  balt <- lmer(y 1 + (1|operator),pulp,method=""ML"") 
  lrstat[i] <- as.numeric(2*(logLik(bait)-
logLik(bnull))) 
  } 
We may examine the distribution of the bootstrapped LRTs. We compute the proportion 
that are close to zero: 
> mean(lrstat < 0.00001) 
[1] 0.7 
The LRT clearly does not have a χ2 distribution. There is some  discussion of this matter 
in Stram and Lee (1994), who propose a 50:50 mixture of a χ2 and a mass at zero. 
Unfortunately, as we can see, the relative pr oportions of these two components vary from 
case to case. Crainiceanu and Ruppert (2004) gi ve a more complete solution to the one-Extending the linear model with R     176",3,True,0.40281558,False,0.20318282,True,0.3488058,False,0.20740366,True,0.37779188
"way ANOVA problem, but there is no general and exact result for this and more complex 
problems. The parametric bootstrap may be the simplest approach. The method we have 
used above is transparent and could be comput ed much more efficiently if speed is an 
issue. 
Our estimate p-value is: 
> mean(lrstat > 2.5684) 
[1] 0.02 
We should compute the standard error for this estimate by: 
> sqrt(0.02*0.98/1000) 
[1] 0.0044272 
So we can be fairly sure it is under 5%. If in  doubt, do some more replications to make 
sure; this only costs computer time. As it happens, this p-value is close to the fixed 
effects p-value. 
In this example, the random and fixed effect tests gave similar outcomes. However, 
the hypotheses in random and fixed effects are intrinsically different. To generalize 
somewhat, it is easier to conclude there is an  effect in a fixed effects model since the 
conclusion applies only to the levels of the factor used in the experiment, while for 
random effects, the conclusion extends to levels of the factor not considered. Since the 
range of the random effect conclusions is greater, the evidence necessarily has to be 
stronger. 
8.3 Predicting Random Effects  
In a fixed effects model, the effects are repr esented by parameters and it makes sense to 
estimate them. For example, in the one-way ANOVA model: 
yij=µ+αi+εij   
We can calculate 
 We do need to resolve the identifiability problem with the αs and the 
µ, but once we decide on this, the meaning of the 
 is clear enough. We can then 
proceed to make further inference such as multiple comparisons of these levels. 
In a model with random effects, the as are no longer parameters, but random variables. 
Using the standard normal assumption: 
   
It does not makes sense to estimate the α’s because they are random variables. So instead, 
we might think about the expected values. However: 
   
which is clearly not very interesting. If one looks at this from a Bayesian point of view, 
as described in, for example, Gelman, Carlin, Stern, and Rubin (2003), we have a prior Random effects     177",2,False,0.11127591,False,0.10098786,True,0.307927,False,0.052697524,False,0.1837467
"operator, then we can combine this with our fixed effects to produ ce what are known as 
the best linear unbiased predictors  (BLUPs) as follows: 
> fixef(mmod)+ranef(mmod)$operator 
  X. Intercept. 
a        60.278 
b        60.141 
c        60.568 
d        60.613 
This means that we have more than one type of residual depending on what fitted values 
we use. The default predicted values and residuals are from the outermost level of 
grouping. The usual diagnostic plots are still worthwhile: 
> qqnorm(resid(mmod),main="""") 
> 
plot(fitted(mmod),resid(mmod),xlab=""Fitted"",ylab=""Resid
uals"") 
> abline(0,0) 
The plots are shown in Figure 8.1 and indicate no particular problems. Random effects models are particular sensitive to outliers, de pending as they do on variance components, 
which can be substantially inflated by unusual points. The QQ plot is one way to pick out 
outliers. We also need the normality for the testing. The residual-fitted plot is also 
important because we made the assumption that the error variance was constant. 
If we had more than four groups, we could also look at the normality of the group 
level effects and check for constant variance also. With so few groups, it is not possible 
to do this. Also note that there is no point thinking about multiple comparisons. These are 
for comparing selected levels of a factor. Fo r a random effect, the levels were randomly 
selected, so such comparisons have little value.  
 
Figure 8.1 Diagnostic plots for the 
one-way random effects model.  Random effects     179",1,False,0.17313078,True,0.44733703,True,0.36121064,False,0.17790072,False,0.19584382
"8.4 Blocks as Random Effects  
Blocks are properties of the experimental units. The blocks are either clearly defined by 
the conditions of the experiment or they are formed with the judgment of the 
experimenter. Sometimes, blocks represent groups of runs completed in the same period of time. Typically, we are not interested in the block effects specifically, but must 
account for their effect. It is therefore na tural to treat blocks as random effects. 
We illustrate with an experiment to compar e four processes, A, B, C and D, for the 
production of penicillin. These are the treatments. The raw material, corn steep liquor, is 
quite variable and can only be made in blends sufficient for four runs. Thus a randomized 
complete block design is suggested by the nature of the experimental units. The data comes from Box, Hunter, and Hunter (1978). We start with the fixed effects analysis: 
> data(penicillin) 
> summary(penicillin) 
treat    blend      yield 
A:5    Blend1:4   Min. :77 
B:5    Blend2:4 1st Qu.:81 
C:5    Blend3:4 Median :87 
D:5    Blend4:4 Mean   :86 
       Blend5:4 3rd Qu.:89 
                Max.   :97 
> op <- options(contrasts=c(""contr.sum"", ""contr.poly"") 
> lmod <- aov(yield ~ blend + treat, penicillin) 
> summary(lmod) 
            Df Sum Sq Mean Sq F value Pr(>F) 
blend        4  264.0    66.0    3.50  0.041 
treat        3   70.0    23.3    1.24  0.339  
Residuals   12  226.0     18.8 
> coef(lmod) 
(Intercept)      blend1       blend2    blend3    blend
4 
         86           6           -3        -
1         2 
     treat1      treat2       treat3 
         -2          -1            3  
From this we see that there is no signific ant difference between the treatments, but there 
is between the blends. Now let’s fit the data with a mixed model, where we have fixed treatment effects, but random blend effects. This seems natural since the blends we use 
can be viewed as having been selected from some notional population of blends. 
> mmod <- lmer (yield ~ treat + (1|blend), penicillin) 
> summary(mmod) 
Linear mixed-effects model fit by REML 
Formula: yield ~ treat + (1 | blend) 
   Data: penicillin 
    AIC    BIG  logLik deviance REMLdeviance 
118.60 124.58 -53.301   117.28       106.60 Extending the linear model with R     180",2,False,-0.0061231814,False,0.0658691,True,0.36497983,False,0.06721071,False,0.076097935
"Random effects: 
Groups    Name        Variance Std.Dev. 
blend     (Intercept) 11.8     3.43 
Residual              18.8     4.34 
# of obs: 20, groups: blend, 5 
Fixed effects: 
            Estimate Std. Error DF t value Pr(>|t|) 
(Intercept)    86.00       1.82 16   47.34   <2e −16 
treat1         -2.00       1.68 16   -1.19    0.251 
treat2         -1.00       1.68 16   -0.59    0.560 
treat3          3.00       1.68 16    1.78    0.093 
> options(op) 
We notice a few connections. The residual varian ce is the same in both cases: 18.8. This 
is because we have a balanced design an d so REML is equivalent to the ANOVA 
estimator. The treatment effect s are also the same as is the overall mean. The BLUPs for 
the random effects are: 
> ranef(mmod)$blend 
       (Intercept) 
Blendl     4.28788 
Blend2    -2.14394 
Blend3    -0.71465 
Blend4     1.42929 
Blend5    -2.85859 
which, as with the one-way ANOVA, are a shrunken version of the corresponding fixed 
effects. The usual diagnostics show nothing amiss. 
We can test the significance of the fixed effects in two ways. We can use the ANOVA 
method, where we assume that the random effect parameters take their estimated values:  
> anova(mmod) 
Analysis of Variance Table 
      Df Sum Sq Mean Sq Denom F value Pr(>F) 
treat  3   70.0 23.3     16.0    1.24   0.33 
The result is identical with the fixed effects analysis above. 
We can also test for a treatment effect using the maximum-likelihood ratio method: 
> amod <- lmer (yield ~ treat + (1|blend), penicillin, 
method=""ML"") 
> nmod <- lmer (yield ~ 1 + (1|blend), penicillin, 
method=""ML"") 
> anova(amod,nmod) 
Data: penicillin 
Models: 
nmod: yield 1 + (1 | blend) 
amod: yield ~ treat + (1 | blend) 
      Df   AIC   BIG logLik Chisq Chi Df Pr(>Chisq) 
nmod   3 127.3 130.3  -60.7 Random effects     181",2,False,0.14211562,False,0.2388427,True,0.38199037,False,0.08616651,False,0.12419547
"amod   6 129.3 135.3  -58.6  4.05      3       0.26 
Notice that we needed to use the ML meth od because comparison of models with 
different fixed effects is not valid when REML is used. This is because in the REML method, the likelihood of linear combination not involving the fixed effects parameters is 
maximized. When comparing models with different fixed effects, the linear combinations 
will be different and the obtained maximum likelihoods will not be comparable. The qualitative outcome of the test is the same as before, but the test itself is numerically 
different. 
We can improve the accuracy with the parametric bootstrap approach. We can 
generate a response from the null model and use this to compute the LRT. We repeat this 
1000 times, saving the LRT each time: 
> lrstat <- numeric(1000) 
> for(i in 1:1000){ 
  ryield <- unlist(simulate(nmod)) 
  nmodr <- lmer(ryield 1 + (1|blend), penicillin, 
method=""ML"") 
  amodr <- lmer(ryield ~ treat + (1|blend), penicillin, 
method=""ML"") 
  lrstat[i] <- 2*(logLik(amodr)-logLik(nmodr)) 
  } 
Under the standard likelihood theory, the LRT here should have a 
 distribution. We can 
do a QQ plot to check this: 
> 
plot(qchisq((1:1000)/1001,3),sort(lrstat),xlab=expressi
on(chi[3]^2) 
  ylab=""Simulated LRT"") 
> abline(0,l) 
As can be seen in the first panel of Figure 8. 2, the approximation is not particularly good. 
We can compute our estimated p-value as: 
> mean(Irstat > 4.05) 
[1] 0.336 
which is much closer to the F-test result than the 
 based approximation. 
We can also test the significance of the blen ds. As with a fixed effects analysis, we are 
typically not directly interested in size of the blocking effects. Once having  Extending the linear model with R     182",3,True,0.32267183,False,0.19368988,False,0.2060435,False,0.16299285,True,0.30752563
"Figure 8.2 Bootstrapped 
LRTapproximations to the χ2 
distribution. QQ plots of the test 
statistics for the fixed effects are shown on the left and for the random effects 
on the right.  
decided to design the experiment with blocks, we must retain them in the model. 
However, we may wish to examine the blocki ng effects for information useful for the 
design of future experiments. We can fit the model with and without random effects and 
compute the LRT: 
> rmod <- lmer (yield ~ treat + (1|blend), penicillin) 
> nlmod <- lm(yield ~ treat, penicillin) 
> 2* (logLik(rmod)-logLik(nlmod,REML=TRUE)) 
[1]  2.7629 
We need to specify the nondefault REML option for null model to ensure that the LRT is computed correctly. Now we perform the parametric bootstrap much as before: 
> lrstatf <- numeric(1000) 
> for(i in 1:1000){ 
  ryield <- unlist(simulate(nlmod)) 
  nlmodr <- lm(ryield ~ treat, penicillin) 
  rmodr <- lmer(ryield ~ treat + (1|blend), penicillin) 
  lrstatf [i] <- 2*(logLik(rmodr) −logLik(nlmodr, 
REML=TRUE)) 
  } 
Again, the distribution is far from 
 which is clear when we examine the proportion of 
generated LRTs which are close to zero: Random effects     183",3,False,0.22609806,False,0.2615726,True,0.33380136,False,0.15066466,False,0.2848394
"Consider the following example. In an agricultural field trial, the objective was to 
determine the effects of two crop varieties and four different irrigation methods. Eight 
fields were available, but onl y one type of irrigation may be  applied to each field. The 
fields may be divided into two parts with a different variety planted in each half. The 
whole plot factor is the method of irrigation, which should be randomly assigned to the 
fields. Within each field, the variety is rando mly assigned. Here is a summary of the data: 
> data(irrigation) 
> summary(irrigation) 
     field   irrigation   variety      yield 
f1:2   i1:4         v1:8     Min.   :34.8 
f2:2   i2:4         v2:8     1st Qu.:37.6  
f3:2    13:4    Median :40.1 
f4:2    14:4    Mean   :40.2 
f5:2            3rd Qu.:42.7 
f6:2            Max.   :47.6 
(Other):4  
The irrigation and variety are fixed effects, but the field is clearly a random effect. We 
must also consider the interaction between field and variety, which is necessarily also a 
random effect because one of the two compone nts is random. The fullest model that we 
might consider is: 
yijk=µ+ii+νj+(iv) ij+fk+(vf)jk+εijk   
µ, ii, vj, (iv) ij are fixed effects, the rest are random having variances 
 and 
 Note 
that we have no (if)ik term in this model. It would not be possible to estimate such an 
effect since only one type of irrigation is used on a given field; the factors are not 
crossed. 
We may fit this model as follows: 
> lmod <- lmer (yield ~ irrigation * variety + 
(1|field) + (1|field:variety), 
  data=irrigation) 
> logLik(lmod) 
'log Lik.' -22.697 (df=11) 
A simpler model omits the variety by field interaction random effect: 
yijk=µ+ii+νj+(iv) ij+fk+εijk   
> lmodr <- lmer (yield ~ irrigation * variety + 
(1|field),data=irrigation) 
> logLik(lmodr) 
'log Lik.' -22.697 (df=10) 
We see that although the model is simpler, the likelihood is the same. The reason for this 
is that it is not possible to distinguish the variety within field variation from the error Random effects     185",0,False,0.0853224,False,0.0994492,True,0.51686263,False,0.07251678,False,0.13968503
"variation. We would need more  than one observation per vari ety within each field for us 
to separate these two variabilities. Now examine the output of the last model: 
> summary(lmodr) 
Linear mixed-effects model fit by REML 
Formula: yield ~ irrigation * variety + (1 | field) 
   Data: irrigation 
    AIC    BIG  logLik deviance REMLdeviance 
65.395 73.121 -22.697   68.609       45.395 
Random effects: 
Groups   Name        Variance Std.Dev. 
field    (Intercept) 16.20    4.02 
Residual              2.11    1.45 
# of obs: 16, groups: field, 8 
Fixed effects: 
                        Estimate Std. Error DF t 
value  Pr(>|t|) 
(Intercept)                38.50       3.03  8   12.73 
0.0000014  
irrigationi2              1.20   4.28  8  0.28   0.79 
irrigationi3              0.70   4.28  8  0.16   0.87 
irrigationi4              3.50   4.28  8  0.82   0.44 
varietyv2                 0.60   1.45  8  0.41   0.69 
irrigationi2:varietyv2   -0.40   2.05  8 -0.19   0.85 
irrigationiS:varietyv2   -0.20   2.05  8 -0.10   0.92 
irrigationi4:varietyv2    1.20   2.05  8  0.58   0.57 
We can see that the largest variance com ponent is that due to the field effect: 
with 
 We can check the fixed e ffects for significance: 
> anova(lmodr) 
Analysis of Variance Table 
                  Df  Sum Sq Mean Sq Denom F value 
Pr(>F) 
irrigation         3    2.45    0.82  8.00    0.39   0.
76 
variety            1    2.25    2.25  8.00    1.07   0.
33 
irrigation:variety 
3    1.55    0.52  8.00    0.25   0.86 
So we see there is no evidence for a fixed eff ect for either irrigation or variety or their 
interaction. We should check the diagnostic plots to make sure there is nothing amiss: 
> 
plot(fitted(lmodr),resid(lmodr),xlab=""Fitted"",ylab=""Res
iduals"") 
> qqnorm(resid(lmodr),main="""") Extending the linear model with R     186",0,False,0.23802,False,0.25546178,True,0.35782093,False,0.21090464,False,0.24260403
"Figure 8.3 Diagnostic plots for the 
split plot example.  
We can see in Figure 8.3 that there is no problem with the nonconstant variance, but that 
the residuals indicate a short-tailed distribution. This type of divergence from normality 
is unlikely to cause any major problems with the estimation and inference. 
Sometimes analysts ignore the split-plot variable as in: 
> mod <- lm(yield ~ irrigation * variety, 
data=irrigation) 
> anova(mod) 
Analysis of Variance Table  
Response: yield 
                  Df Sum Sq Mean Sq F value Pr(>F) 
irrigation         3   40.2    13.4    0.73   0.56 
variety            1    2.2     2.2    0.12   0.73 
irrigation:variety 3    1.6     0.5    0.03   0.99 
Residuals          8  146.5    18.3  
The results will not be the same. This last model is incorrect because it fails to take into 
account the restrictions on the randomization introduced by the fields and the additional 
variability thereby induced. 
8.6 Nested Effects  
When the levels of one factor vary only within the levels of another factor, that factor is 
said to be nested . For example, when measuring the performance of workers at several 
different job locations, if the workers only work at one location, the workers are nested 
within the locations. If the workers work at more than one location, then the workers are 
crossed  with locations. 
Here is an example to illustrate nesting.  Consistency between laboratory tests is 
important and yet the results may depend on who did the test and where the test was Random effects     187",2,False,0.08777579,True,0.4033673,False,0.28562707,False,0.16760656,False,0.25929564
